trail,overall_rating,comment_title,ratings,comment_text
Mariposa Grove of Giant Sequoias,4.5,Not worth the hike,2.0 of 5 bubbles,"If you have ever seen a giant sequoia anywhere else-Muir Woods, N Coast, Kings Canyon, you can skip Mariposa Grove. I love to hike and I love trees, but this was so disappointing. 2 mile hike uphill through manzanita that was very exposed and hot then you get to the ""grove"" and there are very few trees! I was expecting a beautiful, lush, cooling hike and grove. Nope. Unfortunately fire damage and managed thinning has reduced this grove to a few trees. I would not recommend. There is no shuttle right now. Maybe if the shuttle is running it would be worth a quick look. "
Mariposa Grove of Giant Sequoias,4.5,Giant Trees,4.0 of 5 bubbles,If you haven’t seen sequoias before it is about 30 miles from the west entry of El Portal side. There is a shuttle that runs during the summer. During the winter it is about an extra 4 mile round trip to get to the shuttle drop off up a hill or through the trail in the woods. There are some really large sequoias there like Grizzly Bear and the walk through tree.
Mariposa Grove of Giant Sequoias,4.5,Beautiful area of Yosemite,5.0 of 5 bubbles,"This was an amazing way to spend a couple hours. This is right near the south entrance of the park. This section of the park had only been opened a couple days when we visited so the shuttles were not running. We left the parking lot about 9 and walked up the road. It took 50 minutes. Once we got up there it was REALLY snowy. The snow was pretty packed but we did slip and slide a little bit. For sake of time, we only hiked out to the tunnel tree (0.7) and then came back the same way. There are much longer hikes you can do if you want. It was a beautiful area of the park. Make sure you pack snacks and water and go to the bathroom before you go up. I would suggest doing this as early as possible to avoid large crowds. Great way to spend 3+ hours."
Mariposa Grove of Giant Sequoias,4.5,"This walk will get your heart pumping, but well worth it.",5.0 of 5 bubbles,"This is Yosemite, not Disneyland. So it’s nature at its best. This is hundreds of years of history in the making, it was never designed for humans to have an easy time seeing it. Having said that it has certainly been assisted in modern times to let us visit it. To give a balanced review we took the trail up from the main car park. $35 to enter Yosemite, but that lasts for 7 days. The walk up does have some fallen trees on it, of which most you walk around. If not, sit on it and slide over. It’s a steep walk and takes over an hour. Yes, it’s 2 miles. At that point you reach the car park, or if you had the appropriate badge, that’s where you park. Toilets were open and operational. Fallen Monarch road with easy access at this point is closed as there was damage to it. However easy access road to the left all the way to Bachelor and Three sisters is open, though to be honest if you are pushing a wheelchair it isn’t going to be easy. From here we walked the trail to Grizzly Giant and California Tunnel Tree. Total time at this point for a man of 60 years from entrance to Tunnel Tree took exactly one and a half hours. That was what I wanted to see so I can’t comment on anything else beyond. Return walk was down the road and was smoother but felt longer. No speeding traffic came past, just plenty of happy hikers with pleasant “Good mornings.” Total time to Tunnel Tree and back was 3 hours. Total distance 6.2 miles. Plenty of toilets available at various intervals, road or trail. If you are inspired by natures wonders well worth the effort. If you are looking for Disneyland and staff at every corner you are visiting the wrong location. Put simply, sorry to say but not everyone will be able to visit and enjoy it. For those that can, do. Another attraction nearby is the swinging bridge which is a lot easier to drive and walk to, which we did later, so consider that if you don’t want this strenuous hike."
South Kaibab Trail,5.0,TAKE YOUR TIME,4.0 of 5 bubbles,"Please, please take your time on this trail!  Enjoy what you are experiencing!  We were passed by so many people that looked like they were in a rush.  WHY?  On the way back up, we were passed by people grumbling at each other because they were exhausted, but for some reason, never took a break.  I hate to tell you this, but there is no trophy waiting for you at the top."
South Kaibab Trail,5.0,Ooh Aah Indeed!,5.0 of 5 bubbles,We did sunrise at Ooh Aah point; it is a MUST!... Life is worth living for moments like this one. Not too many people either (it was my family + one couple there) so you can enjoy the moment of silence and solitude
South Kaibab Trail,5.0,Steep but worth it,5.0 of 5 bubbles,"You will get amazing views in 0.9 miles when you reach Ooh Aah point. At that point, you will be getting about 80% of the views, for 20% of the work. You can continue on to Cedar Ridge at 1.5 miles, or Skeleton Point at 3.0 miles, but you will pay for it on the hike back up to the rim. Restroom at Cedar Ridge, no water."
South Kaibab Trail,5.0,Go down to Skeleton Point to be right in the middle of the canyon,5.0 of 5 bubbles,"Make sure you have good hiking shoes with traction devices and poles, especially in winter. When going up, take your time, breathe and admire the scenery. It is around 3 hour hike going back up but it is definitely worth it."
South Kaibab Trail,5.0,Amazing Views Down to Ooh Aah Point,5.0 of 5 bubbles,"We took a short hike down to Ooh Aah Point.  Our hike was only a small fraction of the trail (about 0.9 mile one way), but with amazing views around every corner, we were still able to appreciate the grandeur of the canyon as we made out brief descent.  "
South Kaibab Trail,5.0,Awesome Views!,5.0 of 5 bubbles,"I started this hike with the intention of only getting to Ooh Aah Point and then returning back. Since I traveled in September 2019, the Park Rangers suggested for hiking not to take place between the hours of 10AM - 4PM due to hot weather. "
South Kaibab Trail,5.0,One of our favorite hikes!,5.0 of 5 bubbles,"We took the 6:00am hikers shuttle from Bright Angel Lodge to South Kaibab trailhead.    The bus was so full after the second stop that they didn’t even have any room for hikers at the third stop.  We saw an elk when we got off the shuttle.  Many people on this shuttle appeared to have plans beyond Skeleton Point (maybe Phantom Ranch or the other rim).  It was very crowded at the beginning of the hike. My husband and I were trying to take a relaxing, slower pace and we were getting passed by runners and people who seemed to be trying to make it to Ooo Ahh Point for sunrise.  Our plan was to hike to Skeleton Point and back for the 6 mile round trip.  We stopped for lots of pictures and a bathroom break at Cedar Ridge.  It took us about an hour and 50 minutes to make the 3 miles down.  At Skeleton Point we went to the left and were able to see the Colorado River and admire the views.  After Cedar Ridge the crowds really cleared out and we had that 1.5 miles almost to ourselves.  People were either way beyond us or turning around at Cedar Ridge.  The hike back up was tough, but it was not as bad as we were expecting.  Maybe we over prepared, but we had plenty of water, snacks and took very frequent breaks to catch our breath.  It only took us 2:45 to get back up with quite a lot of breaks.  All told we got in the trail at 6:30 and were back up by 11:30.  One of our favorite hikes we’ve done!  Some tips- bring lots of water, snacks, hiking poles, plan for an early start so you are back before noon if at all possible, and know your limitations before you head out."
