Name,Coords,Distance,Avg time,Climb,Descent,Activities,Riding Area,Difficulty Rating,Local Popularity,Altitude start,Altitude end,Grade
44 Creek Loop,"(41.238190, -124.045770)",1.3 miles,NA,198 ft,-198 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Blue rate,100 in Horseback [+],"1,315 ft","1,316 ft",-0%
44 Creek Loop,"(41.224640, -124.012610)",1.5 miles,NA,227 ft,-326 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Blue rate,5 in Horseback [+],293 ft,194 ft,-1.2%
44 Creek Loop Horse Trail,"(41.227450, -124.042830)",3.4 miles,NA,817 ft,-580 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],"1,047 ft","1,286 ft",1.3%
44 Creek Loop Horse Trail,"(41.228410, -124.015000)","3,100 ft",NA,191 ft,NA,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],417 ft,607 ft,6.2%
44 Creek Loop Horse Trail,"(41.223220, -124.054100)",1.2 miles,NA,38 ft,-154 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],"1,298 ft","1,181 ft",-1.8%
44 Creek Loop Horse Trail,"(41.209570, -124.026410)",5.2 miles,NA,361 ft,-758 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],950 ft,554 ft,-1.4%
44 Creek Loop Horse Trail,"(41.227590, -124.022970)","3,074 ft",NA,15 ft,-69 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],727 ft,673 ft,-1.7%
44 Creek Loop Horse Trail,"(41.209570, -124.026400)",3.0 miles,NA,14 ft,-738 ft,Horse Hike Trail Running,"Redwood National Park South
Orick, California",Green rate,5 in Horseback [+],942 ft,220 ft,-4.5%
47th Street Canyon Trail,"(32.740270, -117.093840)","3,241 ft",00:04:08,78 ft,-94 ft,Mountain Bike Hike Trail Running,"San Diego
, California",Green rate,10 in Mountain Biking [+],304 ft,289 ft,-0.5%
48th Avenue Trail,"(37.777380, -122.509270)","1,289 ft",00:01:26,7 ft,-5 ft,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,65 in Mountain Biking [+],189 ft,190 ft,0.2%
48th Avenue Trail (East),"(37.778790, -122.509920)",459 ft,NA,NA,-4 ft,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,30 in Mountain Biking [+],197 ft,190 ft,-1.4%
4s Ranch Trail Cut,"(33.001670, -117.117990)",636 ft,00:00:51,16 ft,-10 ft,Mountain Bike E-Bike Hike Trail Running,"Black Mountain
San Diego, California",Green rate,35 in Mountain Biking [+],418 ft,427 ft,1.1%
4th Avenue Access,"(37.773960, -122.461260)",440 ft,00:02:13,8 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,75 in Mountain Biking [+],241 ft,253 ft,2.4%
5 Bridges,"(32.644460, -117.012340)","4,393 ft",00:12:13,NA,-68 ft,Mountain Bike Hike Trail Running,"Chula Vista Canyon Trails
Chula Vista, California",Green rate,100 in Mountain Biking [+],347 ft,279 ft,-1.5%
5 mile to North Rim,"(39.763179, -121.792449)","1,836 ft",00:01:43,30 ft,-2 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Upper Bidwell Park
Chico, California",Green rate,100 in Mountain Biking [+],275 ft,304 ft,1.573%
5 Oaks,"(33.574590, -117.743770)","4,180 ft",00:07:59,NA,-585 ft,Mountain Bike Hike Trail Running,"Aliso and Wood Canyons Wilderness Park
Aliso Viejo, California",Black Diamond rate,85 in Mountain Biking [+],876 ft,292 ft,-14%
5-2,"(38.871420, -120.713870)",1.1 miles,00:07:07,53 ft,-281 ft,Dirtbike/Moto Mountain Bike E-Bike Horse Hike Trail Running,"Georgetown
, California",Blue rate,60 in Mountain Biking [+],"3,252 ft","3,025 ft",-3.8%
500 Foot,"(33.402950, -117.224320)",1.5 miles,00:10:17,124 ft,-159 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Santa Margarita River Trails
Fallbrook, California",Green rate,100 in Mountain Biking [+],550 ft,515 ft,-0.4%
57,"(34.077932, -117.812331)",1.0 mile,00:09:01,215 ft,-117 ft,Mountain Bike E-Bike Hike Trail Running,"Frank G. Bonelli Park
San Dimas, California",Green rate,70 in Mountain Biking [+],"1,062 ft","1,160 ft",1.791%
5th Avenue Entrance,"(37.773800, -122.462490)",125 ft,NA,NA,NA,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,5 in Mountain Biking [+],242 ft,243 ft,NA
630 Peak Loop,"(36.477720, -121.226230)","1,572 ft",NA,40 ft,NA,Hike Trail Running,"Pinnacles National Park
Soledad, California",Blue rate,40 in Hiking [+],"1,953 ft","1,995 ft",2.5%
630 Peak Loop,"(36.480140, -121.223380)","2,060 ft",NA,42 ft,-38 ft,Hike Trail Running,"Pinnacles National Park
Soledad, California",Blue rate,30 in Hiking [+],"1,993 ft","1,998 ft",0.2%
68 Connector,"(36.599260, -121.703020)",760 ft,00:01:15,25 ft,-13 ft,Mountain Bike Hike Trail Running,"Toro Regional Park
Monterey, California",Green rate,30 in Mountain Biking [+],156 ft,168 ft,1.598%
680,"(38.019540, -122.615360)",2.6 miles,00:21:27,428 ft,-930 ft,Mountain Bike Hike Trail Running,"Big Rock / Lucas Valley
Lucas Valley - Marinwood, California",Green rate,65 in Mountain Biking [+],"1,307 ft",805 ft,-3.708%
6th Avenue / John F Kennedy Connector,"(37.773440, -122.463670)",397 ft,00:01:04,3 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,85 in Mountain Biking [+],238 ft,243 ft,0.7%
6th Avenue Connector (East),"(37.772960, -122.461550)",807 ft,00:01:23,NA,-17 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,90 in Mountain Biking [+],256 ft,240 ft,-2.1%
6th Avenue Entrance Loop,"(37.773620, -122.463930)",207 ft,NA,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,45 in Mountain Biking [+],236 ft,236 ft,0.2%
7 Ball Trail #8E05,"(39.429160, -121.095940)","4,419 ft",00:07:06,NA,-464 ft,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Blue rate,70 in Mountain Biking [+],"2,421 ft","1,959 ft",-10.5%
7 Eleven Trail,"(38.002510, -122.504820)",1.5 miles,00:12:20,44 ft,-657 ft,Hike Trail Running,"China Camp
San Rafael, California",Blue rate,5 in Hiking [+],740 ft,128 ft,-7.9%
7 Springs Loop,"(37.292035, -122.059103)",1.6 miles,00:13:15,427 ft,-501 ft,Mountain Bike Hike Trail Running,"Fremont Older
Cupertino, California",Green rate,90 in Mountain Biking [+],888 ft,814 ft,-0.847%
7.1,"(38.826560, -120.689300)",2.1 miles,00:55:15,225 ft,"-1,030 ft",Mountain Bike Hike Trail Running,"Rock Creek OHV
Georgetown, California",Double Black Diamond rate,5 in Mountain Biking [+],"3,689 ft","2,885 ft",-7.089%
700 Club,"(37.513640, -122.454360)","1,637 ft",00:04:16,77 ft,NA,Mountain Bike Hike Trail Running,"Quarry Park
El Granada, California",Green rate,90 in Mountain Biking [+],850 ft,928 ft,4.8%
770 Connector,"(39.313620, -123.747830)","2,201 ft",00:04:21,NA,-8 ft,Mountain Bike Horse Hike Trail Running,"Jackson Demonstration State Forest
Mendocino, California",Green rate,35 in Mountain Biking [+],575 ft,568 ft,-0.4%
7th Avenue / Skatin' Place Connector,"(37.773180, -122.464810)",243 ft,NA,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,40 in Mountain Biking [+],238 ft,240 ft,NA
7th Avenue Entrance,"(37.773490, -122.464920)",318 ft,NA,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,30 in Mountain Biking [+],238 ft,240 ft,0.1%
8 Ball Trail (7 Ball to Rebel Ridge) #8E06,"(39.429310, -121.092900)","4,360 ft",00:05:24,115 ft,NA,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Green rate,40 in Mountain Biking [+],"2,418 ft","2,533 ft",2.7%
8 Ball Trail (Campground-Dark Day Rd.) #8E06,"(39.416770, -121.121920)","3,376 ft",00:04:25,NA,-97 ft,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Green rate,55 in Mountain Biking [+],"2,286 ft","2,188 ft",-2.9%
8 Ball Trail (Dark Day Rd-7 Ball Tr) #8E06,"(39.421980, -121.112960)",1.5 miles,00:16:05,301 ft,-62 ft,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Blue rate,75 in Mountain Biking [+],"2,176 ft","2,415 ft",3%
8 Ball Trail (Marysville Rd-Schoolhouse CG) #8E06,"(39.409700, -121.126810)","3,123 ft",00:03:06,5 ft,-63 ft,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Green rate,35 in Mountain Biking [+],"2,317 ft","2,260 ft",-1.8%
8 Ball Trail (Rebel Ridge to Old Camptonville Rd) #8E06,"(39.436960, -121.081760)","1,299 ft",00:00:37,16 ft,-3 ft,Mountain Bike E-Bike Hike Trail Running,"Bullards Bar
Camptonville, California",Green rate,30 in Mountain Biking [+],"2,545 ft","2,559 ft",1%
85th West,"(34.660140, -118.271490)",1.3 miles,00:09:35,227 ft,NA,Mountain Bike Hike Trail Running,"Palmdale
, California",Green rate,5 in Mountain Biking [+],"2,565 ft","2,792 ft",3.4%
88 Bypass Climb 10N16,"(38.679400, -120.115490)","2,206 ft",00:09:58,214 ft,-157 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Kirkwood
, California",Green rate,75 in Mountain Biking [+],"7,178 ft","7,234 ft",2.544%
88 To Kirkwood Lake #17E53,"(38.701160, -120.077250)","1,903 ft",NA,26 ft,-63 ft,Hike Mountain Bike E-Bike Horse,"Kirkwood
, California",Blue rate,5 in Mountain Biking [+],"7,718 ft","7,680 ft",-2%
8s109,"(37.290050, -118.172400)",1.2 miles,00:08:50,186 ft,-125 ft,Mountain Bike Hike Trail Running,"Bishop
, California",Green rate,60 in Mountain Biking [+],"7,635 ft","7,696 ft",0.959%
8th Ave Crossing,"(36.640130, -121.777330)","2,592 ft",00:02:02,NA,-80 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,50 in Mountain Biking [+],404 ft,322 ft,-3.2%
8th Avenue Access (East),"(37.773410, -122.465800)",348 ft,00:00:25,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,70 in Mountain Biking [+],239 ft,240 ft,0.5%
8th Avenue Access (West),"(37.773400, -122.466000)",226 ft,00:01:47,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,85 in Mountain Biking [+],239 ft,240 ft,0.1%
9-1,"(38.906400, -120.727370)","1,168 ft",00:01:11,19 ft,-65 ft,Dirtbike/Moto Mountain Bike E-Bike Horse Hike Trail Running,"Georgetown
, California",Blue rate,55 in Mountain Biking [+],"3,352 ft","3,304 ft",-4%
911,"(37.567900, -122.495100)","1,526 ft",00:08:15,NA,-403 ft,Mountain Bike E-Bike Hike Trail Running,"Pedro Mountain
Pacifica, California",Double Black Diamond rate,50 in Mountain Biking [+],"1,340 ft",935 ft,-26.5%
911A (Peacemaker) Trail,"(32.709212, -116.593089)","3,105 ft",00:07:13,139 ft,-106 ft,Mountain Bike Hike Trail Running,"Corral Canyon OHV Area
Campo, California",Black Diamond rate,30 in Mountain Biking [+],"3,456 ft","3,489 ft",1.071%
99 Bottles,"(37.041950, -122.050780)","3,593 ft",00:07:22,73 ft,-149 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Scotts Valley
, California",Blue rate,100 in Mountain Biking [+],721 ft,646 ft,-2.1%
99 Bottles,"(37.505870, -122.453580)","1,171 ft",00:02:01,14 ft,-63 ft,Mountain Bike E-Bike Hike Trail Running,"Quarry Park
El Granada, California",Green rate,85 in Mountain Biking [+],574 ft,522 ft,-4.4%
A better way,"(35.243710, -120.375220)",1.9 miles,NA,212 ft,-925 ft,Mountain Bike Hike Trail Running,"Rinconada/Hi Mountain
San Luis Obispo, California",Blue rate,5 in Mountain Biking [+],"1,870 ft","1,157 ft",-7.12%
A Hill,"(38.734871, -121.164587)",635 ft,00:00:36,43 ft,-7 ft,Mountain Bike Hike Trail Running,"Granite Bay
Folsom, California",Green rate,90 in Mountain Biking [+],450 ft,487 ft,5.798%
A picnic slide,"(38.405580, -122.850490)",472 ft,00:02:20,3 ft,-19 ft,Mountain Bike Hike Trail Running,"Ragle Ranch Regional Park
sebastopol, California",Blue rate,35 in Mountain Biking [+],176 ft,161 ft,-3.3%
A4 Pond Loop Trail,"(37.419460, -122.012160)",2.0 miles,00:11:54,9 ft,-10 ft,Mountain Bike Hike Trail Running,"Don Edwards San Francisco Bay National Wildlife Refuge
Fremont, California",Green rate,65 in Mountain Biking [+],12 ft,10 ft,-0%
AARP Trail,"(41.706742, -122.669370)","4,117 ft",00:10:15,16 ft,-338 ft,Mountain Bike Hike Trail Running,"Greenhorn Park
Yreka, California",Green rate,90 in Mountain Biking [+],"3,249 ft","2,927 ft",-7.811%
Abbott Lake Trail #5422,"(41.429910, -123.187430)","4,980 ft",NA,829 ft,-9 ft,Hike Horse Trail Running,"Marble Mountain Wilderness
Etna, California",Black Diamond rate,5 in Hiking [+],"4,844 ft","5,666 ft",16.5%
Abbotts Lagoon Trail,"(38.119216, -122.951305)","1,916 ft",NA,50 ft,-49 ft,Hike Trail Running,"Point Reyes Station
California",Green rate,55 in Hiking [+],19 ft,20 ft,0.034%
Abbotts Lagoon Trail,"(38.123130, -122.938790)","4,659 ft",00:14:24,20 ft,-46 ft,Hike Trail Running,"Point Reyes National Seashore
Point Reyes Station, California",Green rate,90 in Hiking [+],49 ft,20 ft,-0.6%
Academy of Services to Lily Pond Access,"(37.770070, -122.463050)",295 ft,00:00:28,12 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,60 in Mountain Biking [+],272 ft,285 ft,4.8%
Academy of Services to Lily Pond Trail,"(37.770290, -122.465050)",886 ft,00:01:09,11 ft,-15 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,80 in Mountain Biking [+],271 ft,266 ft,-0.5%
Academy of Services Trail,"(37.769910, -122.467160)",384 ft,00:00:17,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,70 in Mountain Biking [+],247 ft,246 ft,NA
Academy of Services Trail (North),"(37.770730, -122.466170)",302 ft,00:00:17,3 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,50 in Mountain Biking [+],244 ft,246 ft,0.9%
Acadia Boulevard Connector,"(32.794040, -117.187590)",217 ft,00:00:35,3 ft,NA,Mountain Bike E-Bike Hike Trail Running,"Tri-Canyons
San Diego, California",Blue rate,50 in Mountain Biking [+],135 ft,138 ft,1.2%
Access Road,"(37.222320, -121.511470)","3,074 ft",NA,464 ft,NA,Mountain Bike Hike Trail Running,"Chabot
Castro Valley, California",Blue rate,5 in Mountain Biking [+],"2,642 ft","3,107 ft",15.1%
Access Trail,"(34.409620, -119.735700)","1,659 ft",00:05:12,48 ft,-34 ft,Mountain Bike Hike Trail Running,"Elings Park
Santa Barbara, California",Green rate,75 in Mountain Biking [+],360 ft,374 ft,0.851%
Access Trail,"(34.409810, -119.733687)",451 ft,00:02:03,4 ft,-4 ft,Mountain Bike Hike Trail Running,"Elings Park
Santa Barbara, California",Green rate,100 in Mountain Biking [+],406 ft,406 ft,0.073%
Access Trail,"(34.408680, -119.731560)",805 ft,00:01:19,34 ft,NA,Mountain Bike Hike Trail Running,"Elings Park
Santa Barbara, California",Green rate,85 in Mountain Biking [+],377 ft,410 ft,4.197%
Access Trail,"(38.918320, -120.733330)","2,746 ft",00:03:11,17 ft,-88 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Green rate,100 in Mountain Biking [+],"2,892 ft","2,822 ft",-2.6%
Access Trail,"(37.385520, -118.178690)",794 ft,00:08:15,NA,-68 ft,"Hike Trail Running
Mountain Biking not recommended or allowed.","Ancient Bristlecone Pine Forest
Bishop, California",Green rate,NA,"10,068 ft","10,000 ft",-8.6%
Access Trail to Rock House Trailhead,"(32.672390, -116.972100)","2,408 ft",00:03:09,15 ft,-85 ft,Mountain Bike Hike Trail Running,"Sweetwater Reservoir
Chula Vista, California",Green rate,60 in Mountain Biking [+],737 ft,663 ft,-3%
Achistaca Trail,"(37.268450, -122.142450)",1.8 miles,00:17:10,205 ft,-282 ft,Hike Trail Running,"Saratoga Gap Open Space Preserve
Saratoga, California",Blue rate,45 in Hiking [+],"2,611 ft","2,533 ft",-0.8%
Acme Alley,"(37.757940, -122.439520)",171 ft,00:00:44,14 ft,NA,Hike Trail Running,"San Francisco
, California",Green rate,5 in Hiking [+],290 ft,305 ft,8.3%
Acorn,"(37.927290, -120.491960)",1.7 miles,00:16:09,86 ft,-541 ft,Horse Mountain Bike Hike Trail Running,"Peoria Ridge
Sonora, California",Blue rate,5 in Mountain Biking [+],"1,515 ft","1,060 ft",-5%
Acorn,"(36.510800, -121.778120)","2,871 ft",00:05:42,135 ft,-150 ft,Hike Mountain Bike Trail Running,"Garland Ranch Regional Park
Carmel Valley, California",Green rate,85 in Mountain Biking [+],410 ft,397 ft,-0.5%
Acorn Connector,"(36.507890, -121.773620)","1,407 ft",00:02:57,119 ft,-27 ft,Hike Mountain Bike Trail Running,"Garland Ranch Regional Park
Carmel Valley, California",Green rate,75 in Mountain Biking [+],236 ft,328 ft,6.5%
Acorn Creek Trail,"(38.778987, -121.025530)",1.1 miles,00:08:12,86 ft,-334 ft,Mountain Bike Horse Hike Trail Running,"El Dorado Hills
, California",Blue rate,85 in Mountain Biking [+],919 ft,671 ft,-4.183%
Acorn Trail,"(37.377967, -122.182957)","1,461 ft",00:01:32,9 ft,-84 ft,Mountain Bike Hike Trail Running,"Arastradero Preserve
Palo Alto, California",Green rate,100 in Mountain Biking [+],555 ft,479 ft,-5.166%
Acorn Trail,"(34.336510, -117.641820)",1.9 miles,NA,NA,"-1,516 ft",Mountain Bike Hike Trail Running,"Wrightwood
, California",Blue rate,15 in Mountain Biking [+],"8,241 ft","6,726 ft",-15.2%
Across The Clearing,"(40.956330, -124.070320)",1.2 miles,NA,26 ft,-2 ft,Mountain Bike E-Bike Hike Trail Running,"McKinleyville Trails
McKinleyville, California",Green rate,5 in Mountain Biking [+],551 ft,574 ft,0.4%
Across the Top,"(34.235124, -117.043780)","2,613 ft",00:03:41,77 ft,-176 ft,Mountain Bike Hike Trail Running,"Rim Nordic
Big Bear, California",Blue rate,30 in Mountain Biking [+],"7,301 ft","7,202 ft",-3.775%
Across the Top,"(34.233260, -117.026920)",1.6 miles,00:11:15,325 ft,-139 ft,Mountain Bike Hike Trail Running,"Rim Nordic
Running Springs, California",Blue rate,85 in Mountain Biking [+],"7,107 ft","7,293 ft",2.3%
ACU,"(33.467680, -117.652980)",925 ft,00:00:42,NA,-264 ft,Mountain Bike Hike Trail Running,"Dana Point
California",Blue rate,100 in Mountain Biking [+],649 ft,384 ft,-28.9%
Acworth,"(32.798360, -117.179020)","2,142 ft",00:05:57,103 ft,NA,Mountain Bike E-Bike Hike,"Tri-Canyons
San Diego, California",Green rate,55 in Mountain Biking [+],177 ft,282 ft,4.8%
Adam's Trail,"(33.339470, -116.911610)","3,294 ft",NA,130 ft,-23 ft,Hike Trail Running,"Palomar Mountain State Park
Palomar Mountain, California",Blue rate,60 in Hiking [+],"4,838 ft","4,944 ft",3.2%
Adams Lake 9W73,"(41.117630, -122.932080)",2.4 miles,NA,"1,537 ft",-94 ft,Hike Horse Trail Running,"Trinity Alps Wilderness (Eastern)
Trinity Center, California",Black Diamond rate,5 in Hiking [+],"4,724 ft","6,168 ft",11.3%
Adeline Trail,"(36.633954, -121.777740)",887 ft,00:02:26,57 ft,-44 ft,Mountain Bike Hike Trail Running,"Monterey
, California",Green rate,10 in Mountain Biking [+],336 ft,349 ft,1.48%
ADGs way,"(35.235320, -120.378090)","5,152 ft",00:14:42,487 ft,-58 ft,Mountain Bike Hike Trail Running,"Rinconada/Hi Mountain
San Luis Obispo, California",Blue rate,5 in Mountain Biking [+],"1,369 ft","1,798 ft",8.324%
Admiral Quilter Trail,"(37.399120, -122.210560)","3,104 ft",NA,228 ft,-111 ft,Mountain Bike Hike Trail Running,"Portola Valley
, California",Green rate,5 in Mountain Biking [+],472 ft,587 ft,3.8%
Adobe Bluffs - Maler,"(32.974570, -117.140950)","3,867 ft",00:06:18,178 ft,-15 ft,Mountain Bike E-Bike Hike Trail Running,"Black Mountain
San Diego, California",Green rate,55 in Mountain Biking [+],406 ft,569 ft,4.208%
Adobe Creek Bridge,"(37.432540, -122.105280)",965 ft,00:01:19,6 ft,-3 ft,Mountain Bike E-Bike Hike Trail Running,"Palo Alto
, California",Green rate,85 in Mountain Biking [+],8 ft,13 ft,0.4%
Adobe Creek Loop Trail,"(37.436190, -122.099510)",2.3 miles,00:11:51,NA,NA,Mountain Bike E-Bike Hike Trail Running,"East Palo Alto Trails
Palo Alto, California",Green rate,85 in Mountain Biking [+],11 ft,13 ft,NA
Adobe Creek Loop Trail - Bayshore,"(37.449300, -122.115590)",1.5 miles,00:05:51,9 ft,-8 ft,Mountain Bike E-Bike Hike Trail Running,"Palo Alto
, California",Green rate,55 in Mountain Biking [+],9 ft,10 ft,NA
Adobe Creek South,"(37.432990, -122.106880)","1,467 ft",00:04:37,NA,NA,Mountain Bike E-Bike Hike Trail Running,"Palo Alto
, California",Green rate,25 in Mountain Biking [+],11 ft,10 ft,-0%
Adobe Creek Trail,"(37.329260, -122.170760)",1.3 miles,00:20:05,441 ft,-223 ft,Mountain Bike Hike Trail Running,"Palo Alto
, California",Blue rate,25 in Mountain Biking [+],"2,215 ft","2,434 ft",3.1%
Adobe Trail 31W03,"(35.084820, -120.145570)",2.5 miles,NA,"1,573 ft",-155 ft,Hike Mountain Bike Horse Trail Running,"San Luis Obispo County
California",Green rate,NA,"1,113 ft","2,530 ft",10.9%
